Loan ID,Loan Grade,Exception IDs
9857537.95,52,3|4
9683272.11,99,2
3093088.84,97,2
3767398.27,98,3
3322005.4,98,3
6661431.19,98,2
3868197.85,100,
2765493.96,100,3
5377573.69,90,2|3
35716.46,100,
6380584.72,100,
2596652.97,100,
2961278.56,94,1|3
4987015.7,92,1|3
9653539.01,96,1
3660172.67,96,3
1786651.99,76,1|4
3021801.11,92,2|3
7088724.82,96,3
218271.47,90,3
3028670.93,98,2
466802.27,96,1
9493763.03,96,1
7559472.18,88,1|3
5676539.18,88,1|3
9611524.28,96,1
8231849.47,96,1
3345636.73,96,1
474653.72,94,1|3
3593320.92,98,3
4041648.28,95,1|2|3
917232.41,96,1|3
4074368.69,100,
251832.18,94,3
2929115.43,96,1
8537419.96,98,3
7183504.98,96,3
6166055.91,95,1|2
5208144.26,100,
7307567.5,95,1|2
3164242.56,96,1|3
6640371.91,78,3|4
9476962.81,96,1
6816788.2,94,1|2
3891552.59,92,1|3
2561911.54,100,
7244218.18,28,1|3|4
1022496.1,96,1
2716347.43,96,3
7521803.5,93,1|2|3
4732540.48,100,
2063715.52,96,1
8070081.64,78,3|4
2618233.05,95,2|3
7560292.09,100,
4735021.58,96,1
4590112.45,100,
3738029.07,100,
2134717.97,92,3
350617.41,90,3
3119529.83,96,1
1633780.48,98,2
3594538.35,94,1|3
6935645.96,100,
3748082.53,90,1|4
484959.83,92,1|3
7483464.37,88,1|3
3176627.22,97,2
59508.27,96,1
4855762.34,100,
7675860.99,92,1|3
6740727.46,90,1|3
558973.52,96,1
1560465.47,83,1|2|3
2151437.47,90,1|3
7629583.17,100,
5925203.78,100,
3499824.72,40,4
1028527.7,90,3
3995640.88,96,1
4700671.41,97,2
6563092.36,92,1|3
7070753.65,100,
801080.17,96,1
3540711.4,92,2|3
1840190.66,86,1|3
8140631.81,96,1
4918063.03,96,3
5482624.1,98,2
8278269.45,96,1
2852499.77,98,3
1662674.5,100,
3509340.97,100,
2196889.47,96,1
298628.51,98,3
7547043.99,90,1|3
3655832.86,92,2|3
3209154.01,96,1
6951924.06,92,1|3
9209738.7,92,1|3
2337295.95,100,
7810052.89,96,1
1666431.11,88,1|3
4446247.24,99,2|3
5369417.11,92,1|3
2502407.5,96,1
2585379.88,90,3
2785284.07,86,1|3
4141208.7,96,1
3051134.02,90,3
8020426.74,96,1
2355233.27,36,1|3|4
1275848.1,38,2|4
2595436.21,96,1
8182731.26,92,1|3
5760585.45,96,3
3949873.96,100,
3376485.23,95,1|2|3
6805713.55,100,
1737796.88,98,2
8966850.35,96,1
4457515.13,92,1|3
5381242.03,38,1|2|3|4
5740373.15,94,1|2
4441233.63,93,1|2|3
3405053.05,96,1|3
6908963.88,96,3
6827434.74,93,1|2
2260560.06,90,3
9305403.48,91,1|2|3
9148674.93,96,3
430280.48,96,1
3528332.93,100,
2971796.98,96,1
198205.89,100,
6151973.91,88,1|3
8012273.18,94,1|3
1186583.82,100,
6229910.13,96,1|3
5329143.88,100,
3503900.97,94,1|3
5118883.84,88,1|3
4687225.36,100,
8975192.66,92,3
2673486.55,100,
3450789.5,96,1
346761.43,100,
1052115.47,96,1
8593079.41,95,2|3
2836440.38,100,
8787458.31,96,1
6643586.82,98,3
1503930.91,90,3
4311857.71,96,1
2443477.31,50,4
3562929.07,94,1|3
6246528.28,91,1|2|3
5841552.97,90,3
2191058.3,96,1
8010945.57,100,
8445651.41,96,1
1762164.47,73,1|2|3|4
5354620.91,92,3
6616055.1,98,3
2913110.21,88,1|3
3799391.64,96,1|3
2437675.76,96,1|3
215094.11,88,1|3
9577407.56,98,2
716514.41,94,3
9551259.47,100,
641166.91,100,
8809828.4,96,1
3613303.65,88,1|3
5905103.75,96,1
2368267.47,96,1
7604134.74,100,
9754657.1,92,1|3
6868330.91,96,1
8698504.73,96,1
3737163.15,98,3
3953110.2,96,1
7273056.65,98,3
8767373.83,100,
3960.89,92,1|3
8757882.92,100,
1399358.0,88,1|3
4532008.67,100,
576180.57,96,1
2222999.85,100,
9072029.24,96,1
5029250.58,94,1|2
2615127.59,95,2|3
2256248.7,92,3
929990.86,96,1
8489987.13,100,3
6359704.53,96,1
5666821.91,99,2
1285036.62,100,
963310.64,100,
8103261.27,86,1|2|3
8217375.97,92,3
6688638.31,99,2
5303169.02,86,1|3
5863737.33,96,1
7992794.49,100,
7868202.07,83,1|2|3
6035478.41,94,3
277293.97,95,1|2|3
1926301.14,36,1|4
1765881.77,95,1|2
9994910.44,96,1
8421512.47,100,
5909707.47,100,
1660789.24,92,1|3
8528646.72,100,
7152505.85,99,2
5088669.54,94,3
2577801.55,92,3
235247.98,87,2|3
4546515.83,93,1|2
2493940.97,98,3
3427732.34,20,4
6942350.23,94,3
5885467.74,96,1
8002991.92,94,3
729404.57,95,1|2
8218082.61,86,1|3
1052929.75,92,1|3
9230235.96,96,1
231499.91,86,1|2|3
8750146.34,99,2
8982088.26,96,3
1331390.81,90,3
7232525.56,96,1
2454868.76,88,1|2|3
4801.51,90,1|3
3309880.3,90,1|3
2488483.7,96,1|3
5372545.35,96,1
4998742.32,48,1|3|4
4556190.86,96,1
2632291.01,98,3
8888953.17,86,1|3
1167868.93,100,4
5080301.38,100,
7631491.53,96,1
8567782.42,91,1|2|3
8829455.82,96,1
361625.34,90,1|3
2944975.37,96,1
6888572.02,96,1
807914.73,100,
9850857.95,100,
6508137.87,96,1
8907593.06,96,1
8411924.12,93,1|2
8578062.2,96,1
2092499.0,96,3
2768181.59,93,1|2|3
128714.81,96,1
8114204.64,96,1
7556705.66,86,1|3
8734662.52,96,1
8281403.34,96,1
8368239.56,99,2
5099115.91,100,
9226770.88,96,1
9042704.17,74,1|3|4
7809715.44,100,
5513993.44,100,
9499031.25,96,1
3127142.55,96,3
2779644.65,92,3
1364824.75,96,1
8098368.71,96,1
1792462.17,92,2|3
6714660.97,88,1|3
8161260.62,100,
1206747.72,97,2
5276655.65,92,1|3
221316.14,96,1
1752681.69,94,1|3
2538680.28,96,1
5801930.18,96,1
7726376.46,100,
373830.72,100,
9378796.85,96,1
765544.62,84,1|4
5073411.86,90,1|3
6877146.04,100,
3692406.64,60,4
4795390.3,96,1
3172070.84,94,3
9264697.98,96,1
718928.65,96,1
8416627.23,96,1
8789487.67,94,3
7805413.26,96,1
6838934.1,95,1|2
9823938.42,95,1|2
4880502.36,93,1|2|3
6442394.72,100,
1999834.98,92,1|3
7626035.52,90,1|4
3566200.69,94,3
9099806.59,96,1
1606347.29,96,1
2800455.64,90,3
2402878.34,98,3
5700528.97,96,3
9204557.99,100,
9223754.5,74,1|3|4
2838364.33,96,1
4152334.7,100,
8434801.86,96,1
4520629.17,93,1|2|3
3840390.63,85,1|2|3|4
2734252.37,86,1|3
3750843.42,70,4
11240.89,20,4
4965894.67,90,3
1789020.12,90,3
7623629.35,100,
9666927.0,76,1|3|4
1700399.44,96,1|3
4771558.62,99,2
1433678.77,88,1|3
1759841.33,94,1|3
4376666.58,95,2|3
1976503.22,100,
2117500.43,96,1|3
3298696.63,96,1|3
854296.99,100,
8237252.09,92,3
5117363.08,100,
4747395.88,90,3
1583471.5,94,3
6413496.15,100,3
2398351.13,96,3
9838641.43,95,1|2
8831021.24,87,3|4
9068322.79,96,1
2765303.55,90,1|3
6353226.44,96,3
7215302.44,86,1|2|3
9337369.01,96,1
3958258.86,97,2|3
5885740.77,96,1
9030052.42,94,3
5791389.59,99,2
4422166.67,92,3
3137572.13,98,3
5812053.03,100,
7247583.12,100,3
5015565.2,100,
1440109.06,98,3
9760779.29,100,
7194802.27,90,3
163776.36,98,2
8886149.94,99,2
8090934.87,100,
3253016.3,95,1|2|3
3831557.05,92,1|3
5889116.6,96,1
6853720.74,96,1
9661007.65,86,1|3
8511466.79,100,3
8710931.16,90,3
1986775.61,98,3
6423655.28,94,3
8186096.73,99,2
2257819.17,90,1|3
9201482.79,100,
9743332.38,92,3
6711537.75,98,3
7954417.02,94,1|2
3140229.26,98,2
6768605.47,90,4
5163330.68,96,1|3
7259201.02,96,1
9758684.05,97,2|3
9549165.78,100,
3034463.47,96,1
6834069.67,86,1|3
9085850.56,92,2|3
6837955.83,94,3
73578.37,90,1|3
7111730.1,92,1|3
988823.69,92,3
862220.48,98,3
2754227.07,97,2
3032161.96,96,1
3162644.68,91,1|2|3
187723.34,96,1
5353814.98,99,2|3
9385952.08,95,1|2
8475381.95,100,
9223067.21,97,2
7584655.55,92,3
9853741.67,98,3
7721856.6,88,1|2|3
210026.97,94,1|3
1545477.11,94,1|3
731749.44,95,1|2
7052634.05,92,1|3
8445247.13,96,1
4453700.79,94,3
1766881.36,100,
3881424.43,88,1|3
5741628.5,100,
5819240.47,98,3
6818653.11,100,
3215843.07,88,1|2|3
2739848.56,36,1|4
9586931.23,83,1|2|4
5087146.22,96,1|3
9959051.82,100,3
2448737.59,96,1
5350132.48,93,1|2|3
6658311.71,96,1
8089543.22,98,3
470939.15,92,3
809181.56,96,1
5424470.99,100,
8916563.1,96,1
6219669.32,100,
4208852.51,90,1|3
2550671.33,92,1|3
3688837.27,91,1|2|3
3302364.98,100,3
2459439.61,100,
8773469.64,100,
2860331.95,96,1
1381171.57,96,3
5945618.42,96,1
7019165.18,96,1
6053158.15,96,1
2668886.06,94,1|3
1747827.92,100,
8737061.22,96,1
8826658.99,96,1
5513535.44,94,1|2
4739386.37,90,3
2460911.35,100,
2712291.84,97,2
145408.21,88,1|3
7662185.36,93,1|2|3
7184301.64,96,1
2053535.05,98,2
3032644.45,90,1|3
7897153.89,100,
8561812.59,50,4
4507373.86,86,1|3
4031567.87,98,3
3757818.26,100,
7961287.21,86,1|3
3762750.4,100,
2871403.34,88,1|3
3901069.93,100,
7664291.16,100,
6500452.75,96,1
9456772.05,96,1
5827516.99,96,1
5333942.11,88,1|2|3
899764.22,91,4
8542598.0,100,
3819605.75,98,3
6662203.57,94,3
155241.75,100,
513536.6,96,1
6071251.22,95,1|2
9340922.61,94,1|2
1678642.77,94,1|3
8312132.97,92,1|3
2311638.74,94,3
2674054.05,96,1
4632506.0,100,
1748271.69,86,3|4
1205524.78,94,3
528289.11,88,1|3
4555770.54,96,1
6050577.69,98,2
2550698.5,96,3
373824.04,92,3
8951626.15,92,1|3
7314188.55,70,3|4
9453355.81,100,
7543014.55,92,3
978835.19,94,1|3
6974431.43,96,1
3264664.55,94,1|3
3542377.7,100,
6643736.8,96,1
7448027.77,96,1|3
5169822.2,100,
1473452.23,100,3
9680372.37,94,1|3
2903269.13,96,1
7010424.53,96,3
9310334.63,97,2
6579968.65,96,1
6249580.82,82,1|3|4
9579215.42,92,1|3
2394947.13,93,1|2|3
1289915.46,100,
7736999.12,100,
3901042.43,96,1|3
9460642.64,95,1|2
1224484.34,97,2
9527811.03,100,
201631.15,100,
549574.59,90,3
8647700.86,100,
8540781.75,90,3
6941456.29,91,1|2|3|4
198812.14,86,1|2|3
8776585.94,100,3
168063.66,94,1|3
2875620.32,96,3
8287379.44,96,1
2083314.68,94,1|2
8895993.69,95,1|2
9662990.37,96,1
7123078.27,100,3
9930498.52,88,1|3
7067737.91,96,1
997692.08,100,
923006.06,20,4
1639299.2,99,2
5365687.7,92,1|3
2004133.53,96,1
2417719.88,80,4
9337872.35,100,
1440695.56,75,1|2|4
5647704.79,95,1|2
9374804.5,100,
1258859.72,99,2
3484757.26,96,1
2762907.09,100,
2205657.68,90,3
7656123.7,100,
3580847.28,60,4
859824.23,86,1|3
3863631.54,100,
7227594.44,99,2
4964562.29,100,3
1742993.91,66,1|3|4
9438986.01,94,3
9422393.44,86,1|3
4456282.4,96,1
1372207.04,100,3
2756793.39,100,
3709675.11,100,
850208.96,96,1
3738239.69,86,1|3
3191767.08,86,1|3
172372.63,100,3
4250173.53,99,2
5210978.04,96,1
386726.81,91,1|2|3
9738393.37,92,1|3
6862606.34,99,2
7073946.82,96,3
5784639.8,88,1|3
7261108.47,96,1
5618183.66,96,1
5208568.52,100,
4026498.07,96,1
9996003.44,94,3
6228545.84,96,3
8763529.68,98,3
490301.11,100,
6492484.19,96,1
8065530.99,99,2
9458180.29,96,1
5307007.2,60,4
9810135.09,95,1|2|3
1341890.78,96,1
9707338.83,100,
2999025.42,96,1
3467320.02,96,1
3718159.61,92,1|3
3889637.54,86,1|3
39511.99,100,
1314246.3,86,1|3
4590682.08,96,1
2609479.65,97,4
5085358.45,96,1
1935232.29,94,3
4167161.83,96,1
8356382.07,100,
6591989.55,89,2|4
4526367.12,88,1|2|3
4974931.63,92,1|3
8195654.98,100,
8485915.08,100,
3316914.61,86,1|3
2963448.55,86,1|2|3
8915694.6,96,1
3821867.66,100,
680361.75,94,3
4346211.45,100,
9760708.09,90,3
6203588.58,100,
9676587.66,90,3
9630472.83,100,
2192640.59,56,1|4
8788015.49,95,2|3
3285810.19,98,3
2196009.61,100,
4957521.26,88,1|2|3
3959022.31,100,
2755112.59,90,3
1313603.59,96,3
4109313.03,96,1|3
654681.5,96,1
2825771.37,100,
6271160.02,93,1|2
5839624.17,95,1|3|4
8866539.87,86,1|2|3
4318086.0,96,1|3
6739591.85,90,1|3
6795097.5,100,
2283473.13,90,1|2|3|4
8035048.06,100,
3461838.83,100,
8142613.25,96,3
4533722.37,98,2
2427738.85,96,1
8176976.76,90,1|3
1197469.2,100,3
7634695.5,100,
282775.76,90,1|3
1344665.46,92,1|3
528235.23,100,
9616375.07,100,3
8975623.91,96,1
8381743.18,96,3
2319958.17,98,3
7132118.22,94,1|2
630494.66,96,1
3440059.13,100,
792798.49,94,3
2270389.32,97,2
7606976.67,90,3
3865267.7,100,
9871227.12,94,3
986083.61,96,3
5433406.43,88,1|3
9588640.51,92,2|3
7864715.91,96,1
9609261.98,96,1
5124320.74,90,3
6253684.77,94,3
8027901.74,100,3
8704157.52,100,
1061672.08,100,
7494075.9,92,1|3
5287008.26,96,1
8627554.58,100,3
9561663.86,96,1
8908504.03,100,3
835760.05,92,3
4389630.4,96,1
1323179.16,88,1|2|3
1752993.2,94,1|2
5904095.9,90,3
3188798.59,96,3
9836926.81,96,3
3432497.9,96,1
9302733.64,94,3
1534700.12,90,3
2468801.59,96,1
1400844.82,88,1|3
6853634.66,100,
3357626.15,96,1
4692748.06,98,3
6202521.54,95,2|3
9741258.97,90,3
3784790.17,96,1
9266593.31,96,1
5629976.36,96,1
3678462.12,90,3
3321005.87,100,
4434712.04,88,1|3
8302907.22,96,1
5525558.75,94,1|3
4675819.87,100,
8050604.08,86,1|2|3
8865415.27,88,1|3
4528165.99,86,1|2|3
3353833.71,96,1
24219.94,97,2|3
1225121.99,90,2|3
2402348.42,96,1
4591944.71,83,1|2|3
310919.14,96,1
417190.55,90,3
120099.89,96,1
7919832.27,98,2
192526.73,60,4
6508643.23,96,1
7523435.2,95,1|2
2183530.43,90,3
3274634.91,96,1
8174706.84,94,3
9438863.85,96,1
7244328.3,88,1|3
7538928.92,87,2|3
3716806.63,98,2
446248.12,100,
1072739.03,96,1
4410660.09,90,1|3
8988429.17,96,1
4359493.86,96,1
6273938.61,94,1|3
1365769.74,96,1
2527626.79,90,3
934920.24,96,3
1197776.65,86,1|3
8102743.93,86,1|2|3
4679006.25,94,1|3
5277356.05,92,2|3
4927905.8,90,2|3
9742102.14,100,
7273866.22,96,3
3603855.09,100,3
4437792.79,99,2
73267.56,100,
123476.66,94,1|3
1407015.72,92,1|3|4
1933816.43,93,1|2
6240696.9,96,1
4258191.29,86,1|3
5150795.48,100,3
7156326.0,92,1|3
8986222.42,96,1
6451695.43,96,3
9274801.27,90,3
620401.32,100,
9893109.47,96,1
2335654.27,96,1
4004697.77,86,1|3
1636392.91,100,
1302126.63,98,2
8709548.19,90,3
8641512.77,100,3
9563964.77,100,
5246104.24,100,
2816771.97,94,3
7254321.15,95,1|2
8011780.11,88,1|3
5061682.65,100,
7954297.98,98,3
7189101.07,96,1
2605462.33,96,1
6091850.97,90,1|3
3210182.12,99,2
6477762.05,97,2
985149.62,94,1|3
1543440.14,87,2|3
4881493.15,96,1
4278831.36,100,
5814912.84,100,3
7888984.51,86,1|4
6359882.61,95,1|2
581951.47,28,1|3|4
3297745.44,96,1|3
3251826.02,97,2|3
2690832.11,90,3
6627364.79,94,3
6925516.78,96,1
4208940.16,100,
5531640.57,96,3
3529512.07,100,
9734441.63,93,1|2|3
4287508.25,91,1|2|3
1403021.89,96,1
9350111.47,95,1|2
5777360.51,94,1|4
4561211.36,96,1
4582230.97,100,
1317796.4,100,
9433337.54,100,
192216.25,90,3
9126666.6,95,3|4
6774412.16,100,
8519278.43,95,1|2
1639619.22,88,1|2|3
6708955.18,96,1
9801461.35,96,1
9363186.48,100,3
4217122.38,100,3
4010450.59,88,1|3
4970444.82,100,
2387907.71,96,3
9701419.65,92,1|3
6634416.67,40,3|4
6680386.91,100,
1376038.71,95,1|2
4059171.17,94,1|3
1651374.63,86,1|3
3924214.17,100,
3224004.93,100,3
3064224.71,90,2|3
6665076.27,88,1|3
464827.15,100,
7828718.85,91,1|2|3
8267219.51,96,1
7049145.9,88,1|3
5017047.79,100,
5907466.16,96,1
3656393.95,95,1|2
6166970.64,96,1
2425839.98,98,3
8246870.1,96,1
9628074.49,96,1
3016835.44,96,1
8428661.13,100,
655953.72,87,2|3
8092846.28,96,1
4559451.3,90,3
7811555.2,96,1|3
2511738.95,100,3
9522561.12,100,
9998118.58,96,3
1720376.05,100,
3606172.21,87,2|3
1043302.61,100,3
721070.11,90,3
7237492.92,100,
7000668.72,94,1|3
5823252.75,92,3
1404242.85,100,
493639.5,96,1
464777.98,96,1
6068353.29,100,
7944066.32,100,
3549910.16,86,1|3
5489165.89,96,1|3
3798832.16,100,
8453749.18,92,1|3
1617600.37,100,
8904165.68,93,1|2|3
9249798.44,94,3
6693893.16,100,
1215293.19,95,1|2
1576223.73,88,1|3
5917204.01,100,
9655716.69,95,1|2
8757473.14,96,1|3
1057760.24,99,2
7472479.92,94,3
1025777.89,90,1|3
7607812.64,96,1
2788049.33,88,1|3
2521037.65,94,3
6093806.97,97,2
755487.41,99,2
1393794.97,96,1
5838434.04,94,3
9131869.31,92,1|3
6372984.53,93,1|4
4227348.42,96,3
5995253.23,96,1
9772437.77,96,1
6209323.65,100,
785634.64,96,1
4558159.29,96,3
7765202.36,100,
9601244.21,94,1|3
3366336.23,90,1|4
9336904.64,94,3
140841.5,96,1|3
7892067.03,90,1|3
5612913.21,90,4
4566617.58,96,1
8693608.97,90,3
5159429.32,94,1|3
6192420.75,92,1|3
8642782.16,95,1|2|3
408535.39,100,
3983972.83,88,1|3
2533022.07,98,2
4262362.7,76,1|3|4
8882130.31,92,1|3
5914543.43,96,1
6727186.5,96,1
6171716.63,96,1
5427173.39,100,
1954102.06,100,
986756.09,96,1
5666442.89,95,2|3
6117470.86,100,
1932537.1,100,3
835980.39,94,3
1484237.34,96,1
619353.6,96,1
9460186.15,90,1|3
977381.32,98,3
6339359.92,96,1
1078685.37,96,3
8773645.36,90,3
9958409.62,88,1|3
2125586.99,96,3
4831358.4,86,1|3
3129783.25,90,3
5721904.85,92,1|3
3655374.82,100,
746111.8,94,1|2
8704304.38,96,1
1213348.03,96,3
8223375.29,96,1
1047446.65,100,
8711063.06,100,3
2242719.62,100,
9123478.07,88,1|3
5389066.2,100,
5326431.18,88,1|3
8848169.34,100,
7522095.84,94,1|3
9690764.17,83,1|2|3
7728006.97,100,
8643742.63,96,1
9816972.53,98,3
1741787.97,93,1|2|3
4684921.23,96,1
2886426.21,100,
2142871.97,95,2|3
3561795.42,100,3
972008.01,98,2
2018537.64,95,1|2
7196439.0,98,3
640284.15,95,1|2
7410805.47,96,1
2254961.56,88,1|3
6526278.64,90,1|3
3121783.26,96,1
1655091.25,96,1|3
5240082.96,100,
7040699.87,94,1|2
54632.66,96,3
6066353.86,94,3
3568860.23,96,1
3622336.69,90,3
1456181.56,100,
1789124.4,6,1|3|4
6641453.54,100,
3507741.6,96,1|3
5740291.04,90,3
9571640.12,92,1|3
6913833.25,96,1
1543308.74,100,
8450685.74,100,
2963312.13,40,3|4
8803713.34,99,2|3
4788910.79,100,
4828583.85,100,
7195616.37,96,3
736978.59,88,1|3
2552944.45,100,
4757364.82,94,3
5306347.29,100,
6036261.22,96,1
6780937.52,100,
5330972.34,94,1|3
5561276.76,96,3
3055544.1,96,3
4335678.7,96,3
1824231.65,100,
7998614.78,96,1
1050769.7,96,1
8645094.35,91,1|2|3
1627786.06,86,1|2|3
267309.45,96,1
8683304.63,96,1
9684359.95,91,1|2|3
1931061.88,98,3
6412240.21,100,3
147158.31,96,1
3875280.18,94,1|3
8912727.77,97,2|3
8166955.62,95,1|2
1358472.91,88,1|3
7964228.57,94,3
9217985.56,96,1
9044443.93,96,1
257774.66,92,1|3
1504760.89,94,1|3
7558158.38,96,3
4519255.12,94,1|3
745676.61,100,
1546455.15,50,4
3282944.74,100,
8208275.08,96,1
7808299.18,88,1|3
2566910.21,72,1|3|4
715594.46,96,3
6568265.99,95,1|2
7943383.46,94,1|3
9399188.14,96,1
7738007.88,100,3
4641975.26,100,
7346503.32,96,1
7984265.7,100,
8079235.92,100,3
7299250.77,94,1|3
7259812.28,96,1
2037237.97,100,
2974755.14,94,1|3
5790810.08,96,3
8346035.23,92,2|3
2933325.75,46,1|4
706672.66,98,3
9970850.85,96,1
171259.84,90,1|3
5713069.14,90,3
5316537.48,94,3
3183843.44,100,
1736430.07,96,1|3
665662.32,90,3
4237155.62,100,
9014048.49,92,3
6147385.54,76,1|4
7975750.5,100,
9037553.09,92,1|3
2817445.68,96,1
1508963.54,90,1|3
1771305.93,96,1
834756.81,94,3
1323734.06,90,2|3
4344458.14,96,1
2573524.03,92,1|3
7097096.58,96,1|3
2818246.92,94,1|3
6867226.36,94,1|2
4025589.8,90,3
6192934.57,96,1
1012104.24,100,
4408891.69,90,3
7551880.35,96,1
5253726.01,96,1
9042035.37,90,1|3
3029027.33,95,1|2
6525264.9,96,1|3
8593184.27,96,1
2272269.3,85,2|3|4
4168469.11,95,1|2
5242909.09,96,3
9732607.25,90,1|3
5714979.73,94,3
4718155.18,20,4
7411547.13,91,1|2|3
3177878.34,96,3
3657510.71,96,1
2750849.14,88,1|3
7727923.12,94,3
3141124.43,92,1|3
9074258.29,94,3
8404095.7,99,2
1173737.49,98,3
2672200.33,96,1
694963.29,100,3
3404477.87,96,1
6238382.18,91,1|2|3
2642553.45,94,1|2
2915465.37,99,2
6382609.78,86,1|2|3
2522205.51,96,1|3
3079407.68,86,1|3
9139066.77,96,1|3
7472959.48,96,1
8917781.51,90,1|3
7225864.77,92,1|3
5973078.44,98,2
6376506.27,96,3
2947848.3,87,2|3
2679515.62,92,1|3
6331930.44,96,1
1324860.96,86,1|3
8845160.09,98,3
3268919.72,100,
9537666.02,90,3
5264484.18,100,
6539450.32,92,1|3
6875301.58,90,3
9712710.92,90,1|3
3031763.03,96,1|3
9712027.67,100,
7201369.0,96,1
8009441.11,100,
7262585.34,100,
43512.71,100,
9717024.83,92,3
3392997.1,94,3
4015547.71,36,1|4
3946650.94,99,2
1435231.17,100,
4831933.76,96,1
2132485.47,100,
3928029.27,88,1|3
5490988.88,7,2|3|4
7766605.54,100,
1906648.19,88,1|3
5403149.44,91,1|2|4
7119677.29,98,2
8786403.34,96,1
2633007.91,95,1|2
2367756.78,95,1|2
2371694.04,97,2|3
7145033.6,88,1|3
5233237.67,90,1|3
1439373.38,92,1|3
7286123.59,100,
8351884.17,86,1|3
6338332.0,88,1|3
3637033.74,90,3
7397140.62,83,1|2|3
5531084.75,100,
3361675.57,100,
3838028.65,100,3
4470653.2,100,
4357660.03,100,
7087171.74,100,
6330789.03,94,1|3
9844306.04,96,1
6432798.0,94,1|3
8020406.78,94,3
8424010.6,86,1|3
879307.65,86,1|2|3
7528854.98,95,1|2|3
74568.82,92,3
9985081.57,96,3
7298198.47,96,1
737710.24,94,1|2
320581.97,96,1|3
80122.92,94,1|2
881964.74,95,1|2|3
1687973.35,96,1
4519240.3,88,1|3
9656662.41,96,1
715286.84,88,1|3
1550682.42,100,
3869275.56,100,
9462346.26,99,2
1202796.64,20,4
5721013.3,92,3
4904980.1,97,2|3
9788649.25,100,3
6110080.31,88,1|3
2775792.79,96,1
7581315.49,96,1
8750263.18,96,1
3028393.24,90,1|3
7154558.95,94,3
7788378.76,94,3
6736265.02,99,2|3
9980051.04,92,3
1646409.24,100,3
472149.01,96,1
1941553.32,34,1|2|4
7346850.79,96,1
457668.69,100,
7476597.86,100,
2312084.98,96,1
1497162.52,94,3
5110334.54,96,1
6650077.02,94,1|2
5877354.07,96,1
9838521.27,100,
5779237.2,94,3
3765178.89,100,3
9300924.67,97,2|3
2682550.73,97,2|3
3752961.66,96,1|3
2636860.45,92,3
9879979.62,100,
3205732.47,95,1|2
5070232.46,80,1|3|4
9395906.12,100,
624787.86,92,3
2100102.24,95,1|2
7493864.08,94,1|3
8408570.55,92,3
7703687.03,90,3
3639200.24,96,1
5103601.93,86,1|3
9335825.17,94,1|3
4722732.96,92,3
8664776.21,96,1
7595557.98,100,3
1387584.21,93,1|2|3
3050510.83,95,1|2
5966267.18,96,1
6852168.54,96,1
7958113.23,93,1|2
5966106.86,90,2|3
9277112.29,95,1|2
6157183.28,100,
8225785.85,92,1|3
7334467.07,86,1|3
7939049.06,96,1
8609942.54,86,1|3
6379731.87,46,1|4
8635917.54,90,3
469413.65,100,
8514686.13,96,1
6177970.72,96,1
4132066.29,90,3
1366844.93,88,1|3
1027189.83,99,2|3
6011779.96,100,
7906883.61,92,2|3
5205448.6,90,3
505465.94,100,
9461348.43,96,1
5068135.5,96,1
2522517.87,94,1|3
6393109.5,20,4
1834821.41,83,1|2|3
5423123.2,100,
2551564.62,92,3
8727715.37,100,
2192645.27,100,
1577506.88,88,1|2|3
8241150.8,83,1|2|3
3461711.36,96,1|3
6815168.05,88,1|2|3
2497066.35,91,1|2|3
3725173.98,90,3
3091183.83,94,3
4909545.04,96,1
1108003.83,96,1|3
6278235.0,99,2|3
8659035.63,96,1
9015620.76,96,1|3
3121143.37,92,3
6098428.8,100,
5870501.13,94,4
7673976.27,94,3
7788210.51,90,3
4451129.58,90,1|3
8243443.51,97,2
3426721.78,94,1|3
8033556.38,99,2
6308848.17,100,
8247342.2,100,
9519928.01,95,1|2
114606.64,96,1|3
3747031.79,86,1|3
8511701.27,76,1|4
7343154.65,96,4
3496813.32,96,1
1410598.16,86,1|2|3
1470156.53,100,
9447523.22,100,3
4938717.21,100,
3558632.31,97,2
4565640.56,96,1
8706522.93,87,2|3
8597741.11,96,1
6781671.86,100,3
5881163.88,96,1
2775205.1,100,
1764305.87,96,1
3990301.97,94,1|2
107608.37,52,1|3|4
9655734.41,94,1|3
9399788.5,96,1
9472482.04,100,
5799704.59,88,1|3
7830372.82,98,3
4827123.56,100,
2667022.43,100,
4839429.86,70,3|4
8540891.13,99,2
6867935.43,86,1|3|4
7411482.7,100,
8961044.77,100,3
1122750.7,96,3
7161732.47,86,1|3
5607269.17,96,3
3201551.48,100,
8377105.39,92,1|3
1067869.81,86,1|3
9768912.17,91,1|2|3
1640993.78,86,1|3
1647263.02,96,3
998855.97,96,1|3
6651391.28,88,1|3
9656646.63,94,1|2
349355.28,100,
9411036.98,95,1|2
5508399.96,96,1
3069987.57,90,2|3
1166193.05,96,1
3025832.67,96,1|3
6290691.24,97,2
6055793.1,100,
3510026.38,86,1|3
3990493.16,96,1
6937608.29,100,3
4508057.17,88,1|3
9117344.33,86,1|4
1658780.89,100,
6460673.55,93,1|2|3
6108363.51,96,1
7607361.06,88,1|3
2676327.73,96,1
8252939.36,100,
9743131.13,96,3
759879.47,94,3
2666323.78,100,
5483814.13,96,3
721881.11,100,
8202943.7,100,
5735060.77,96,1
9622243.29,96,1|3
4251484.28,96,1
4123967.78,96,1
