Data Extract Date,Portfolio,Loan ID,Property ID,Original Balance,Current Balance,Arrears Balance,Months in Arrears,CMS,Current LTV,Original LTV,Latest Valuation Amount,Latest Valuation Date,Fitch Product Category,Originator Product Category,Further Advance,Completion Date,Original Term,Maturity Date,Interest Rate Type,Current Index,Reversionary Index,Current Interest Rate,Current Margin,Reversionary Margin,Reversion Date,Loan Purpose,Repayment Type,FTB Flag,RTB Flag,Self Cert Flag,Property Type,Occupancy,Region,Tenure,Bankruptcy Marker,No of CCJs,Value of CCJs,Income Borrower 1,Income Borrower 2,Index Reference Rate,Originator,Possession Flag
200804,9095204.55,9596949.87,413240.78,37991320.41,7951174.19,1964027.97,40905.46,95114.1,8.2,19.33,39565915.12,19810624,N,Bank,Y,23211020,24.88,21590531,fixed,1ML,BBR,21.19,-1.44,0.11,23680215,RC,OT,Y,Y,N,DT,BTL,US,Leasehold,Y,2.54,24487.89,19236.19,371566.52,13.02,GMAC,Instagram stalker
201609,7231017.66,2302405.48,8795296.64,124202073.07,39106386.77,197748443.82,77276.87,70236.15,8.38,16.01,184073922.29,19950819,L,Bungaloo,Y,20850228,31.15,22380408,fixed,3ML,BBR,72.4,0.34,-1.84,20471006,RR,RE,Y,N,Y,SD,POW,US,Freehold,Y,1.47,61705.94,69921.09,6546397.28,14.73,Kensington,Somewhat possessive
201602,9401931.25,7440893.66,3936067.08,197497814.59,132583463.16,62619577.64,34741.32,93324.14,7.35,18.85,154512306.11,19960723,U,Biggest Yacht,N,20451230,39.04,21771123,floating,FIX,1ML,9.86,-1.17,-0.85,20200228,RE,PP,Y,N,Y,BU,SHO,UK,Leasehold,Y,2.29,52872.69,83541.45,2662179.76,9.88,Verso,Somewhat possessive
198506,8154546.96,9824358.34,1282561.78,111066555.16,43147124.77,9794327.72,85684.76,87738.85,18.67,18.95,132207747.22,20070919,M,Biggest Yacht,Y,21700913,45.94,23920528,floating,1ML,OTH,24.72,0.04,1.02,21660910,PU,ND,N,Y,Y,TH,OWN,UK,Freehold,N,3.25,23119.91,33159.03,5645577.3,11.68,SPML,Somewhat possessive
200504,2491231.51,6099550.4,4059973.14,110728288.66,76138901.6,4804450.04,51264.74,47540.79,19.58,17.73,167850234.75,20160701,L,Bungaloo,Y,22910226,23.71,20001116,floating,OTH,OTH,62.11,1.08,-1.04,20120818,PU,OT,N,N,Y,ND,SHO,US,Leasehold,N,0.67,37030.89,57710.14,8733626.68,2.93,SPML,Instagram stalker
199508,2040984.84,5309141.9,5652837.12,198032464.03,154993141.91,110326562.13,53229.91,57189.38,8.56,18.67,23697632.4,20120131,L,Really Big Yacht,Y,22260602,5.91,21370418,fixed,1ML,SVR,36.08,1.07,-0.56,19940426,OT,ND,N,N,Y,SD,OWN,US,Leasehold,N,3.04,73970.05,73537.36,125683.41,7.54,GMAC,Instagram stalker
199003,4784890.36,1518806.13,7436288.44,137410551.21,28268904.28,65576834.02,36501.07,23759.89,13.91,7.23,172756232.92,20040311,B,Really Big Yacht,N,21101111,14.14,23690827,floating,OTH,SVR,73.6,-0.85,0.46,23331217,PU,ND,N,N,N,TH,ND,US,Feudal,Y,0.29,63641.45,22936.14,9830902.61,14.46,Platform,Super chill
201310,9207899.08,8050897.47,2655765.3,162860476.42,91006086.15,54182051.99,7800.09,75145.32,13.11,9.44,52692362.25,19980502,P,Bungaloo,N,22421014,25.79,20860411,fixed,3ML,BBR,36.75,-1.43,-0.91,20000215,RD,IO,N,Y,Y,SD,ND,UK,Freehold,Y,1.97,26771.97,34757.35,3401599.17,5.69,GMAC,Somewhat possessive
199703,1776328.18,4202159.28,2569097.6,2116623.71,165576871.43,36514706.99,11099.37,95148.12,12.91,8.39,102167021.59,20160817,L,Really Big Yacht,Y,23720424,1.73,20440924,floating,OTH,SVR,24.81,1.69,-1.58,22360825,RD,IO,Y,Y,N,TH,POW,UK,Leasehold,N,0.94,15796.2,92039.22,9727667.24,4.73,GMAC,Somewhat possessive
200608,8080667.42,3950178.13,7782476.2,149456736.48,160376622.75,126238780.52,82848.69,72799.32,11.09,15.8,29698066.48,20030417,N,Big Yacht,Y,21610509,30.49,19961016,fixed,SVR,BBR,44.19,-0.0,0.34,19951006,PU,IO,N,Y,N,TH,POW,UK,Freehold,N,3.31,50640.91,60512.91,6486782.14,9.81,Kensington,Never calls
199703,1111819.94,7760596.88,8509335.19,46744405.12,59651624.12,113010060.51,62618.01,82725.61,12.02,5.23,186718893.05,20090508,P,Yacht,N,20080412,50.84,22561216,fixed,BBR,3ML,47.3,0.49,1.43,22650802,RC,OT,Y,N,Y,OT,POW,US,Leasehold,Y,1.39,84924.35,37666.85,9562137.03,10.49,GMAC,Clingy
198102,5811707.37,7040401.21,2259308.12,130342782.59,79104116.0,128167708.38,45638.64,92341.78,7.53,17.12,20742549.17,19920517,B,Really Big Yacht,Y,23160206,9.88,22970927,fixed,3ML,BBR,25.8,-0.1,-0.26,20410105,OT,OT,Y,Y,N,FD,BTL,UK,Feudal,N,3.29,8980.75,5156.76,7749935.31,8.68,Verso,Clingy
198805,9637820.49,7836094.38,9373823.9,6650289.8,17545137.51,106346403.24,38132.6,24196.01,15.89,16.54,119166574.18,19850329,U,Bank,N,23130610,51.83,22801004,fixed,BBR,BBR,45.71,-0.24,-1.67,21971122,PU,IO,Y,N,Y,TH,SHO,US,Feudal,N,2.37,87884.32,84823.89,7983510.09,3.81,Citibank,Instagram stalker
199212,9426315.08,794293.67,3551405.44,54899122.17,7195110.67,192302294.83,23003.73,97865.57,7.19,8.34,161058477.33,19831229,N,Yacht,Y,20331012,59.62,20360223,fixed,SVR,FIX,88.1,-1.49,0.26,20891203,RR,ND,Y,Y,N,SD,POW,UK,Leasehold,N,0.56,60013.74,96089.84,4068072.82,2.7,Citibank,Clingy
200103,163750.82,9109137.81,6784360.15,88316288.5,157367201.34,9294119.6,67985.21,60643.8,10.27,14.84,187992416.79,20050705,B,House,N,21531118,51.56,22481109,fixed,3ML,FIX,66.83,0.19,0.19,22530909,PU,RE,Y,N,N,SD,POW,UK,Feudal,N,2.17,42319.56,97236.54,5239992.9,9.11,Kensington,Super chill
200901,1168390.8,1088128.21,590309.98,2990773.57,114739624.85,54987528.15,43752.76,29634.31,17.33,10.12,51667093.29,19930305,P,Biggest Yacht,N,22410404,55.87,22090825,floating,FIX,1ML,89.33,1.42,1.92,21190519,CO,RE,Y,Y,Y,DT,BTL,US,Freehold,Y,3.33,12436.52,20626.96,7435261.64,5.66,Platform,Never calls
201305,3093680.74,7023953.13,5800889.1,29127022.44,53083727.09,180357589.11,63690.96,64135.13,12.45,9.56,126514192.13,20100709,L,Big Yacht,Y,22290702,44.63,23790603,floating,BBR,OTH,36.16,-1.52,-2.04,19961006,RC,OT,Y,Y,Y,SD,BTL,US,Feudal,Y,1.72,67861.82,19735.69,2290921.76,10.76,Kensington,Clingy
200904,1279998.92,4249505.01,8609375.27,125472889.73,67419698.91,147497601.47,95961.99,9625.42,10.15,15.65,166335398.36,19921122,M,Big Yacht,N,22291121,31.21,20930402,floating,1ML,3ML,68.03,-1.13,0.19,20851018,PU,IO,Y,N,N,SD,ND,UK,Freehold,N,0.25,59927.92,41530.2,3177282.14,4.2,Kensington,Never calls
199703,757313.97,2041033.76,3498483.51,2939374.46,59841309.29,23003833.52,11284.21,92754.16,18.16,19.62,52862744.67,19980716,U,Biggest Yacht,N,22050803,26.9,22100725,fixed,1ML,SVR,21.93,1.06,-0.99,20140927,RR,IO,N,Y,Y,TH,OWN,US,Leasehold,Y,1.97,26354.54,21096.5,2329325.98,14.85,Platform,Somewhat possessive
199802,7120797.77,948894.22,9192860.32,18618671.01,58379685.24,37333339.39,44647.61,60532.81,17.77,14.52,58690048.14,20090306,U,Really Big Yacht,N,23160120,59.77,22570904,floating,OTH,SVR,59.55,0.07,-1.28,21090313,ER,IO,N,Y,N,ND,BTL,US,Leasehold,N,1.15,31287.53,66738.8,2299825.08,12.96,GMAC,Never calls
200001,6624249.57,6417623.58,4537286.33,195768814.17,190091554.1,126938720.05,85210.99,45202.04,15.79,15.7,166521990.07,20081228,L,House,N,22670730,28.95,20471213,floating,FIX,FIX,4.93,-1.87,1.72,23510304,RR,RE,Y,N,Y,FD,OWN,UK,Feudal,Y,2.7,3295.86,90016.2,501242.17,2.64,SPML,Never calls
199501,1017465.49,8145279.62,7812481.61,39225354.78,11441314.2,71963215.76,57651.39,8702.81,11.48,16.01,68051534.61,19850823,U,Biggest Yacht,Y,20760713,43.94,21690203,fixed,3ML,1ML,70.39,0.16,-1.16,20270912,ND,ND,Y,Y,N,SD,ND,UK,Leasehold,Y,3.01,95346.96,40851.64,9899276.26,8.79,Kensington,Instagram stalker
201501,8969361.56,744182.09,961285.14,176430827.95,115873473.72,158303132.05,12502.13,77649.36,19.39,18.09,94753675.05,20060119,L,Big Yacht,Y,21401219,58.38,22270820,floating,1ML,SVR,29.16,0.42,-0.83,22320113,ND,IO,Y,N,N,SD,POW,UK,Freehold,Y,1.91,52158.6,78119.13,5158503.49,12.1,Citibank,Somewhat possessive
199507,6445501.01,2117005.38,2458768.94,113059542.46,81664220.1,22128717.06,50193.74,52642.95,19.51,16.01,50213557.16,19921119,M,Yacht,Y,21441214,38.13,21791004,floating,OTH,3ML,0.89,-0.16,-1.46,19910726,RR,RE,Y,N,Y,BU,BTL,UK,Leasehold,N,0.93,2381.23,89562.51,5444180.38,13.97,Platform,Super chill
200905,5933185.02,3447340.71,6419498.23,13057201.96,40202427.72,167715261.97,28521.42,34781.03,15.02,14.37,66883928.6,19930604,L,Yacht,N,20330318,39.6,19841127,floating,OTH,FIX,31.19,1.97,-1.92,21760724,RC,OT,N,Y,Y,DT,POW,UK,Freehold,Y,0.4,52554.14,47454.28,7051634.68,11.66,SPML,Never calls
201201,8815174.6,1169010.98,2000590.28,150037296.37,119061227.21,10809198.53,47161.55,74871.99,11.43,10.03,157261479.44,19800608,N,Biggest Yacht,Y,22711002,28.4,23380407,floating,SVR,SVR,87.33,0.1,-1.85,23990724,PU,ND,N,N,Y,ND,OWN,US,Feudal,Y,1.28,49562.74,37640.3,1695497.59,2.38,Verso,Super chill
198503,703975.64,9852558.37,1204267.73,128880326.43,54437473.35,197034839.04,37674.37,35050.04,6.5,9.4,184051938.02,19841005,P,Awesome Yacht,N,23811103,8.46,23850216,fixed,FIX,1ML,51.44,0.48,1.02,20490920,RD,ND,Y,N,N,FD,OWN,UK,Freehold,Y,0.63,16730.42,99061.35,7237311.05,2.13,Kensington,Clingy
200003,8203474.22,8745348.06,1150633.68,47271986.49,175903395.87,96908279.1,94758.07,93886.07,10.72,13.89,155639074.64,20110401,N,Bank,N,22860109,20.09,22680327,fixed,1ML,BBR,43.24,-0.96,2.06,20810318,PU,PP,N,N,Y,ND,POW,UK,Freehold,N,3.95,54548.94,37463.92,1213590.83,5.59,Citibank,Clingy
201012,3957484.17,1537503.18,6598558.98,20019009.44,148894469.89,157771751.55,45477.68,30971.15,6.03,14.23,166939510.2,19910625,U,Yacht,N,20610701,42.78,22960417,fixed,SVR,3ML,22.75,0.53,1.36,22010625,RC,PP,N,Y,N,SD,BTL,US,Freehold,N,2.53,67502.27,86243.74,4985024.02,7.05,GMAC,Instagram stalker
201709,3690180.92,3675813.11,3608775.52,61310927.69,77265753.8,164361762.25,65012.73,20888.2,13.02,5.85,185289477.17,20120721,B,Really Big Yacht,N,23960929,12.46,23980925,fixed,FIX,3ML,0.65,-1.29,1.73,21470705,PU,IO,N,Y,Y,DT,SHO,US,Freehold,Y,3.44,32151.14,467.98,3993432.37,10.0,Kensington,Clingy
199403,3605715.04,3568271.29,2416282.5,53878929.16,96398939.57,12125071.33,7571.61,94984.45,5.28,16.74,10679706.06,20070729,M,Awesome Yacht,N,20410115,32.33,20610119,fixed,SVR,OTH,96.57,0.41,-0.94,21610909,RR,IO,N,Y,Y,TH,ND,UK,Freehold,Y,0.13,80983.86,67483.37,7098057.92,7.79,Citibank,Instagram stalker
201708,5876722.9,3712691.08,8123742.36,180788597.98,187717523.99,2044656.18,97907.82,83983.86,8.68,19.93,42167587.12,19880313,M,Big Yacht,N,23170403,2.23,23311120,fixed,1ML,3ML,96.82,1.22,-0.81,19920908,RC,RE,N,N,N,OT,POW,US,Feudal,N,0.59,14662.51,80490.9,8047455.92,9.4,Citibank,Somewhat possessive
201012,9030657.42,7168304.62,9865794.92,101347814.99,41521695.73,63403931.38,97101.72,90565.26,15.04,19.68,88901544.56,19990216,M,Really Big Yacht,Y,22840322,30.57,21880412,floating,OTH,3ML,85.55,1.95,-0.9,20920224,PU,PP,N,Y,Y,DT,BTL,UK,Freehold,Y,3.53,66502.55,48661.48,4565699.99,13.68,Platform,Somewhat possessive
199303,7117960.42,563982.53,4986235.77,165402094.86,77027994.04,32217262.26,95043.23,23174.37,11.84,14.05,33347832.51,20040601,U,Yacht,N,22300103,33.82,22550806,fixed,SVR,1ML,2.65,-1.45,0.33,21580209,ER,ND,Y,Y,N,SD,OWN,US,Freehold,N,3.14,25187.08,83205.53,8086136.52,11.93,SPML,Instagram stalker
198603,76736.25,3755778.3,9055973.09,75867048.83,26537149.67,45441776.67,94541.83,10520.33,18.68,19.16,25451383.42,20140902,N,Bungaloo,N,21920916,43.34,23100717,fixed,OTH,1ML,21.67,0.37,-1.83,21800614,OT,RE,N,N,N,SD,SHO,UK,Leasehold,Y,3.75,66823.61,59039.13,3391658.6,5.84,Citibank,Instagram stalker
200506,3433188.8,4552658.66,758038.59,192543148.18,174569604.94,102267211.07,95292.37,84672.07,7.23,7.61,137622092.32,19860218,B,Big Yacht,N,20320520,13.04,21221127,floating,1ML,3ML,28.11,1.69,-1.1,23130306,PU,ND,N,Y,Y,SD,SHO,US,Freehold,Y,1.03,60912.32,58837.26,4842798.62,6.91,Citibank,Instagram stalker
198105,5452792.23,8485010.56,2964443.49,82249756.64,158191436.81,1507134.85,15484.65,65758.27,16.73,18.5,3253715.72,20130818,L,Really Big Yacht,N,22550810,13.9,21380420,floating,BBR,OTH,1.25,0.73,1.17,20480313,ER,RE,N,N,Y,FD,ND,US,Freehold,Y,3.21,34955.42,36834.46,6804896.28,2.23,SPML,Instagram stalker
198707,5641187.29,326900.34,4324154.05,59753854.79,173085270.17,118246544.42,16725.78,56401.96,11.24,17.72,134749865.51,20071031,N,Yacht,Y,23471105,16.24,21860319,fixed,BBR,1ML,93.98,-1.32,-1.34,23450706,RE,ND,N,Y,N,FD,BTL,UK,Freehold,N,0.94,63395.82,75722.39,8780555.41,7.29,GMAC,Super chill
200803,3212588.84,4634100.43,1849180.96,38614577.46,61507570.92,35045642.54,56862.14,13909.02,8.21,17.75,181251889.16,19840116,N,Big Yacht,Y,20301226,45.94,21501127,floating,SVR,BBR,65.35,0.41,-0.83,20690802,ND,IO,Y,N,Y,FD,ND,UK,Freehold,N,0.71,75511.87,22666.41,3251481.32,10.47,Kensington,Super chill
201406,4797624.36,2843231.82,3850235.36,90521298.22,86605086.96,116897212.12,24971.65,17270.76,19.34,14.32,92711135.48,20161123,M,Awesome Yacht,N,20451230,13.37,20610324,floating,3ML,OTH,22.16,1.86,-0.45,20231002,PU,PP,Y,N,Y,DT,OWN,US,Freehold,Y,2.1,82443.43,49778.45,8448684.44,8.66,Citibank,Never calls
200401,2310079.66,496139.13,5064703.21,70743662.33,73961389.17,170097002.41,59614.02,47805.52,5.68,12.06,89492182.7,20050112,U,Awesome Yacht,Y,23731029,2.85,20830429,fixed,1ML,BBR,65.93,1.66,0.6,21860731,RR,RE,Y,N,N,TH,SHO,UK,Leasehold,Y,2.83,16570.46,77948.19,3257466.31,13.12,GMAC,Somewhat possessive
200407,4564098.89,1203053.5,9847475.59,52715217.89,19640364.24,29145440.52,85632.86,12239.24,11.6,11.59,101740773.42,20040530,L,Bungaloo,Y,22500531,13.63,21411106,fixed,3ML,FIX,53.48,1.32,-1.83,23340910,CO,PP,N,Y,N,TH,SHO,US,Freehold,Y,1.35,14050.4,55333.41,6234616.54,13.08,Citibank,Instagram stalker
201410,3377334.4,887516.84,7277633.87,8650963.92,16915413.03,121711865.36,84698.94,34878.33,15.31,15.2,53464660.97,19821121,U,Bungaloo,N,23711023,34.93,22440413,fixed,FIX,3ML,69.53,0.12,0.45,23520127,RE,ND,Y,N,Y,ND,POW,UK,Leasehold,Y,1.37,17410.89,33052.56,9773048.29,3.3,Platform,Super chill
199412,455302.54,4477930.83,9545771.99,27769272.31,127705341.02,65800089.83,90442.73,70837.07,15.98,19.71,130772543.94,19830521,U,Awesome Yacht,N,20921019,56.5,23640806,floating,FIX,SVR,95.72,-1.89,-1.31,22500408,RC,PP,Y,Y,N,OT,OWN,UK,Freehold,Y,1.22,52738.82,48037.44,403800.16,14.14,Kensington,Somewhat possessive
200702,7412627.05,3141812.23,1617202.64,14479837.74,108300554.92,141175275.88,52094.89,34434.62,9.84,5.88,181645877.51,19971207,N,Bungaloo,N,20281024,10.86,19951214,floating,BBR,SVR,3.91,-1.29,-1.05,23830123,ER,RE,Y,N,Y,SD,BTL,US,Feudal,Y,3.96,71595.76,32400.99,511381.34,5.98,Kensington,Instagram stalker
199212,8645506.82,3218976.7,7119528.18,153699529.36,26044903.98,148951562.47,9061.41,22863.7,17.79,13.5,92284585.28,19800523,U,Yacht,N,22941223,23.0,21010101,fixed,FIX,3ML,68.74,-1.92,1.63,21770924,RC,RE,Y,N,Y,OT,BTL,US,Leasehold,N,2.55,8477.51,27934.55,6321913.87,3.33,Platform,Instagram stalker
200103,897531.22,5032084.6,1909053.68,170698767.87,66653998.39,95463265.18,9982.51,70479.58,17.51,15.23,74354431.47,19850428,B,House,Y,23810520,40.04,21791130,floating,OTH,3ML,19.59,1.45,0.29,20620615,RR,ND,Y,Y,N,DT,BTL,US,Leasehold,Y,0.03,31022.99,63634.69,930307.24,14.55,GMAC,Never calls
200802,7903534.92,2061822.11,1162302.46,106556960.19,186123584.57,90343645.1,29245.53,46877.69,17.78,19.43,34066599.72,20001013,N,Awesome Yacht,N,22470907,56.29,20870406,floating,OTH,FIX,66.88,1.67,0.02,23810312,PU,PP,Y,Y,N,TH,ND,UK,Feudal,N,2.88,84236.23,80411.89,5785561.9,11.45,Verso,Clingy
199208,3133023.81,2215830.87,3367021.67,131500895.13,97935859.25,175353357.41,92632.99,73294.85,5.33,17.65,14250089.52,19811003,N,Biggest Yacht,Y,21030412,8.27,22951221,fixed,FIX,FIX,81.87,-1.85,-1.99,23250731,PU,IO,N,Y,N,OT,SHO,UK,Leasehold,Y,0.03,88957.3,42247.09,9152407.1,3.67,Kensington,Clingy
200904,9616917.13,2314714.77,2639615.16,100178253.5,59161553.87,184040751.2,55010.6,40863.88,13.24,16.86,86274164.66,19970706,L,Yacht,Y,22511126,19.08,21560108,floating,FIX,SVR,81.25,1.64,-0.91,21170607,RE,OT,N,N,N,DT,POW,US,Feudal,Y,1.99,58350.27,86261.86,6502724.62,12.23,Platform,Instagram stalker
201608,8339633.01,5540195.37,3825974.02,102494651.43,97118939.41,79177511.1,93980.17,52095.69,9.98,19.52,81452897.74,20040129,L,Biggest Yacht,N,22860902,42.37,21380301,fixed,OTH,FIX,51.05,0.73,1.4,22401111,PU,ND,Y,Y,Y,SD,BTL,UK,Leasehold,Y,1.1,30615.18,64869.02,4211747.31,8.15,Verso,Instagram stalker
198507,4945644.43,3248297.11,8733163.1,113169817.12,82123719.39,195620570.3,25049.95,60582.19,9.51,5.62,63935589.3,19960524,P,Bank,Y,22460109,35.2,21241002,fixed,OTH,1ML,0.8,-1.79,1.58,20190418,ND,OT,Y,N,N,FD,BTL,UK,Feudal,Y,1.43,74480.33,60538.18,3811170.38,6.45,Platform,Instagram stalker
199012,1237846.76,1909835.51,5367507.81,128839924.12,185251520.83,12563330.09,60736.36,66859.52,18.72,9.1,136685629.23,20170902,N,House,N,20060925,52.55,20320427,floating,OTH,SVR,11.65,-1.98,-0.63,23571213,RE,PP,N,Y,Y,DT,OWN,US,Leasehold,Y,3.12,97493.31,62576.02,8103978.66,11.95,Citibank,Somewhat possessive
198907,3456311.03,5643369.82,4449734.92,55855482.27,199556112.85,114519553.25,18927.97,76470.66,5.24,16.02,130941228.31,19950308,M,Bungaloo,Y,20631121,29.89,21700923,floating,BBR,1ML,55.12,0.17,0.76,22460308,ND,IO,Y,N,Y,DT,ND,UK,Leasehold,Y,0.58,3580.99,8874.96,2684509.69,10.69,Platform,Instagram stalker
200511,431904.54,4135536.87,1137148.73,126055376.97,56046562.5,118773082.41,88568.1,58016.17,7.39,16.94,181300921.46,19860914,L,House,N,19921228,33.51,21691230,fixed,OTH,3ML,54.54,-0.29,-0.6,22770328,RC,RE,N,Y,N,SD,SHO,US,Leasehold,Y,3.43,77178.75,37166.1,956873.03,5.4,Citibank,Super chill
198903,6489093.75,5054433.33,6301289.84,154735360.08,161078682.25,79038659.73,84673.72,41740.36,12.18,7.88,186216077.79,19800404,B,Big Yacht,N,22140211,33.42,22581018,fixed,SVR,OTH,20.7,1.81,0.88,23590404,OT,RE,N,Y,Y,SD,POW,UK,Leasehold,Y,0.85,93774.01,63811.43,85541.64,10.53,Citibank,Somewhat possessive
200707,8181216.58,4055068.82,7524563.49,182062973.3,40201688.2,35975085.26,13001.32,90488.67,9.01,8.64,184580884.44,19951002,P,Big Yacht,N,21651009,58.1,23021208,fixed,BBR,OTH,90.39,1.15,1.39,22880529,PU,RE,Y,Y,N,TH,ND,US,Freehold,N,2.01,96596.98,79423.32,289712.47,2.61,SPML,Instagram stalker
199403,1876745.81,1047117.2,4826579.0,173995985.02,53601963.22,108095763.71,46179.7,54711.17,13.96,11.59,154227393.43,20030702,U,House,Y,20081215,19.83,23430130,fixed,BBR,OTH,15.56,0.34,-0.91,19810428,RD,ND,N,Y,Y,DT,ND,US,Leasehold,Y,1.22,40123.96,91073.15,7390659.58,12.13,Kensington,Never calls
200703,3702279.48,1528164.94,7370065.78,173157242.89,81626187.41,185236383.98,48101.22,68489.61,8.73,19.66,82278501.62,20160222,P,Awesome Yacht,Y,23770401,46.6,20460221,fixed,SVR,3ML,55.54,0.94,-0.32,21211128,PU,IO,N,N,N,ND,SHO,US,Leasehold,N,2.16,12773.27,85298.72,5327252.47,4.49,Platform,Instagram stalker
198908,1372495.1,2671298.83,709798.81,170544072.53,34873652.43,21179375.77,2051.55,51206.2,6.96,19.09,32630875.03,20070322,P,Biggest Yacht,N,21910819,41.46,22010829,floating,OTH,1ML,4.77,-1.65,-0.68,21510221,RD,PP,Y,Y,N,ND,SHO,UK,Feudal,N,3.58,11343.65,34835.61,782145.87,10.3,Platform,Never calls
198911,3589112.18,8841192.96,6687867.64,39813974.55,93699229.01,40761177.15,21955.06,4663.38,8.49,18.02,139173058.02,20021009,B,Bank,Y,19851022,6.49,23190920,fixed,SVR,1ML,55.07,0.58,0.82,22840806,RR,ND,Y,Y,N,SD,OWN,UK,Feudal,N,3.85,3716.46,73492.46,4232702.1,4.51,GMAC,Super chill
198607,7915386.38,4450936.7,7340560.28,125085067.63,103442802.98,135478778.84,15508.39,34072.41,8.85,14.85,159376976.7,20050806,N,Awesome Yacht,N,21400305,19.16,20220811,fixed,1ML,OTH,52.12,-0.21,-0.84,20710130,RD,OT,Y,Y,Y,SD,POW,US,Leasehold,Y,2.85,48345.06,27266.61,896454.18,8.62,Verso,Super chill
201703,6189980.06,6777725.29,6201393.23,198637561.89,47669505.79,107062418.96,2510.78,47572.14,10.0,18.06,73656545.84,19850905,L,Bank,N,20200211,23.98,20360923,floating,SVR,FIX,51.03,-0.36,0.77,20731123,PU,ND,N,N,Y,SD,POW,US,Feudal,Y,2.48,62907.51,80702.71,6925822.92,14.22,Kensington,Clingy
199802,2099441.83,4715493.4,141104.41,163136596.66,25826534.09,161670096.46,12330.8,97371.61,6.46,17.57,164031354.39,19830401,M,Really Big Yacht,N,22910605,34.58,22890430,floating,SVR,BBR,21.86,1.65,0.65,20021122,RD,PP,Y,N,N,OT,BTL,US,Leasehold,Y,3.13,66829.94,54263.62,1511586.64,14.56,Citibank,Super chill
201509,3572745.5,4546273.21,2863391.45,36736576.58,65224638.86,161820051.45,99533.92,76709.49,16.98,7.94,99319577.74,19940131,M,Big Yacht,Y,22180626,56.7,21200505,floating,3ML,FIX,30.3,1.6,0.66,21410319,RC,OT,Y,N,N,DT,POW,UK,Freehold,N,3.71,42403.7,86042.86,8595184.51,12.16,Kensington,Never calls
199910,4366956.63,6788781.59,6807885.67,559956.48,63798103.22,191424860.4,47123.63,79079.01,19.2,14.41,157955398.72,20130920,P,Really Big Yacht,Y,19920130,44.73,21620502,fixed,SVR,BBR,99.29,0.3,-1.22,23250515,CO,RE,Y,Y,Y,ND,POW,UK,Leasehold,Y,3.94,4430.1,95936.22,1670312.34,11.04,SPML,Instagram stalker
199103,532286.27,6432331.57,294438.97,39539851.53,63604303.52,74876892.25,47253.95,99834.36,18.29,6.02,157517816.94,19840604,M,Awesome Yacht,Y,20971027,16.89,20370524,floating,OTH,BBR,32.56,-0.25,1.66,23111110,RC,PP,Y,Y,Y,BU,OWN,US,Feudal,Y,1.6,12192.31,86095.18,212176.79,8.17,Kensington,Super chill
198408,5843672.06,988706.85,1629580.49,15748244.07,52541944.95,114306205.47,14169.83,95233.24,17.09,5.47,195051152.89,20110521,B,Bank,Y,21550707,5.83,22830425,fixed,SVR,OTH,20.23,0.87,0.15,20470217,ND,RE,N,Y,N,FD,POW,UK,Leasehold,N,3.65,14978.4,51960.13,6732884.9,9.58,GMAC,Somewhat possessive
198412,2302900.66,2546007.38,4452345.68,129177628.62,58364500.69,130299447.7,83428.17,71566.68,16.14,7.58,125795770.16,19870514,L,House,Y,20131206,41.47,23211019,floating,BBR,BBR,19.69,-1.77,0.96,22971208,RD,IO,N,Y,N,SD,SHO,UK,Feudal,Y,0.41,44635.44,52965.63,4182913.76,4.63,GMAC,Never calls
199701,576227.4,7848882.1,9060746.8,157565500.04,71984408.24,182420271.94,27761.59,70665.46,15.3,16.26,185536602.12,20080511,M,Awesome Yacht,N,22860518,45.57,22250608,fixed,FIX,1ML,76.9,-1.0,-1.34,21750929,RR,RE,N,N,N,FD,BTL,UK,Freehold,N,2.81,84418.55,40294.76,253591.3,4.96,Kensington,Super chill
199001,3712785.93,371594.57,3873275.55,19974894.23,35282671.2,110268467.6,3770.22,42453.78,10.64,15.51,68570217.54,19861012,L,Yacht,N,19860215,35.11,22890713,fixed,FIX,FIX,9.01,-1.13,0.14,23210803,CO,IO,N,N,N,BU,ND,US,Feudal,N,1.04,33481.42,29514.95,8578514.65,3.56,Kensington,Clingy
198004,5106944.49,9520972.92,2622363.86,72006625.71,194122512.93,172186303.79,55336.64,10260.58,14.79,13.4,194266920.21,20030530,P,Bank,Y,22780315,10.02,22170217,fixed,1ML,3ML,39.24,0.06,-0.46,22721119,RR,OT,Y,N,Y,ND,POW,UK,Freehold,N,0.42,68612.37,89689.15,8520182.37,8.03,Citibank,Somewhat possessive
200906,1935109.91,3665761.31,1956401.52,87912793.9,72633904.23,20835627.12,82316.03,57626.24,17.12,5.83,57602095.39,20110806,N,Yacht,Y,20360324,5.28,20051029,floating,1ML,FIX,47.47,0.44,-1.83,20670317,RC,RE,Y,Y,Y,SD,SHO,UK,Feudal,Y,0.66,13639.2,77571.92,8267728.0,13.91,Verso,Instagram stalker
198704,7906167.91,1792196.12,4828094.76,143988586.05,157758055.64,108016880.43,97830.18,88679.15,12.05,12.73,77500447.59,20000414,M,Yacht,Y,21210201,2.63,20590928,fixed,BBR,OTH,29.69,0.82,-2.06,21071218,ER,IO,N,N,Y,DT,POW,UK,Freehold,Y,0.94,47837.58,91243.95,1850284.93,10.14,Platform,Somewhat possessive
